门市名称,地址,营业时间,座标,附加服务
北投大業門市,台北市北投區大業路302號,星期一、星期二、星期三、星期四、星期五、星期六、星期日 07:30~21:30,"(25.128585, 121.498096)","Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網, Coffee Voucher 紙本飲料劵 / Beverage eCard 星運卡"
環山門市,台北市內湖區內湖路一段289號,星期一、星期二、星期三、星期四、星期五、星期六、星期日 07:00~21:00,"(25.082317, 121.567086)","Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網, Coffee Voucher 紙本飲料劵 / Beverage eCard 星運卡"
內湖陽光門市,台北市內湖區陽光街290號,星期一、星期二、星期三、星期四、星期五 07:00~18:00,"(25.073026, 121.575729)","Outdoor Pickup 店外取餐, Starbucks Wi-Fi 無線上網"
忠誠門市,台北市士林區士東路123號,星期一、星期二、星期三、星期四、星期五 06:30~21:30，星期六、星期日 07:00~21:30,"(25.112386, 121.530663)","Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網, Coffee Voucher 紙本飲料劵 / Beverage eCard 星運卡"
振興門市,台北市北投區振興街37號,星期一、星期二、星期三、星期四、星期五、星期六、星期日 06:30~21:00,"(25.117776, 121.522338)","Nitro Cold Brew 氮氣冷萃咖啡, Bake-in 新鮮現烤, Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網, Coffee Voucher 紙本飲料劵 / Beverage eCard 星運卡"
台北榮總門市,台北市北投區石牌路二段201號,星期一、星期二、星期三、星期四、星期五、星期六、星期日 06:30~21:00,"(25.119514, 121.519487)","Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網"
大葉高島屋門市,台北市士林區忠誠路二段55號1樓,星期一、星期二、星期三、星期四、星期日 08:00~21:30，星期五、星期六 08:00~22:00,"(25.112280, 121.531963)","Bake-in 新鮮現烤, Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Starbucks Wi-Fi 無線上網"
天母中山門市,台北市士林區中山北路6段719號1F,星期一、星期二、星期三、星期四、星期五、星期六、星期日 07:00~20:00,"(25.115208, 121.527644)","Pour Over 手沖咖啡, Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網, Coffee Voucher 紙本飲料劵 / Beverage eCard 星運卡"
港墘門市,台北市內湖區瑞光路216號,星期一、星期二、星期三、星期四、星期五 07:00~19:00，星期六、星期日 08:30~16:30,"(25.075446, 121.576305)",Starbucks Wi-Fi 無線上網
青埔華泰門市,桃園市中壢區春德路189號 1樓,星期一、星期二、星期三、星期四、星期五 11:00~21:00，星期六、星期日 11:00~22:00,"(25.014373, 121.212802)","Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網"
洲子門市,台北市內湖區洲子街48號,星期一、星期二、星期三、星期四、星期五 07:00~20:00，星期六、星期日 07:00~18:00,"(25.079092, 121.573209)","Bake-in 新鮮現烤, Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網, Coffee Voucher 紙本飲料劵 / Beverage eCard 星運卡"
青埔影城門市,桃園市中壢區春德路107號1樓,星期一、星期二、星期三、星期四、星期五 11:00~21:00，星期六、星期日 11:00~22:00,"(25.017368, 121.213425)","Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網"
平鎮家樂福門市,桃園市平鎮區莊敬里48鄰坤慶路1號,星期一、星期二、星期三、星期四、星期五、星期六、星期日 08:00~21:00,"(24.902422, 121.212438)","Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網"
平鎮民族門市,桃園市平鎮區民族路二段209號,星期一、星期二、星期三、星期四、星期五、星期六、星期日 07:00~21:30,"(24.956941, 121.202999)","Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Borrow & Return a Cup 循環杯租借/歸還服務, Coffee Voucher 紙本飲料劵 / Beverage eCard 星運卡"
青埔高鐵南門市(非高鐵站),桃園市中壢區高鐵南路二段231號 (鄰近桃園棒球場。如要去桃園高鐵站內請改選【青埔門市】),星期一、星期二、星期三、星期四、星期五、星期六、星期日 07:00~21:30,"(25.003248, 121.205367)","Nitro Cold Brew 氮氣冷萃咖啡, Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網"
天玉門市,台北市士林區天玉街38巷18弄1號,星期一、星期二、星期三、星期四、星期五、星期六、星期日 06:30~21:30,"(25.119518, 121.529657)","Nitro Cold Brew 氮氣冷萃咖啡, Pour Over 手沖咖啡, Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網, Coffee Voucher 紙本飲料劵 / Beverage eCard 星運卡"
天母三越門市,台北市士林區忠誠路二段200號1F,星期一、星期二、星期三、星期四、星期日 07:30~21:30，星期五、星期六 07:30~22:00,"(25.117205, 121.533920)","Nitro Cold Brew 氮氣冷萃咖啡, Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網"
光明門市,台北市北投區光明路218-4號,星期一、星期二、星期三、星期四、星期五、星期六、星期日 07:00~21:30,"(25.136267, 121.504387)","Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網, Coffee Voucher 紙本飲料劵 / Beverage eCard 星運卡"
內湖文德門市,台北市內湖區文德路212號,星期一、星期二、星期三、星期四、星期五、星期六、星期日 06:30~21:00,"(25.078310, 121.584212)","Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網, Coffee Voucher 紙本飲料劵 / Beverage eCard 星運卡"
內湖民權門市,台北市內湖區民權東路六段182號,星期一、星期二、星期三、星期四、星期五、星期六、星期日 07:00~21:30,"(25.068619, 121.592961)","Nitro Cold Brew 氮氣冷萃咖啡, Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網, Coffee Voucher 紙本飲料劵 / Beverage eCard 星運卡"
龍潭門市,桃園市龍潭區北龍路292-1及292-2號,星期一、星期二、星期三、星期四、星期五 06:30~21:30，星期六、星期日 07:00~21:30,"(24.868110, 121.218183)","Nitro Cold Brew 氮氣冷萃咖啡, Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網, Coffee Voucher 紙本飲料劵 / Beverage eCard 星運卡"
南港重陽門市,台北市南港區重陽路269號1F,星期一、星期二、星期三、星期四、星期五、星期六、星期日 07:30~18:00,"(25.057950, 121.603810)","Bake-in 新鮮現烤, Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Outdoor Pickup 店外取餐, Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網"
南港高鐵門市,台北市南港區忠孝東路七段371號B2 (南港車站B2),星期一、星期二、星期三、星期四、星期五、星期六、星期日 06:30~22:00,"(25.052761, 121.607003)","Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網"
航棧綠洲門市,桃園市大園區三民路一段568號,星期一、星期二、星期三、星期四、星期五 08:00~18:00，星期六、星期日 08:00~19:00,"(25.094397, 121.249639)","Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Outdoor Pickup 店外取餐, Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網"
南港車站門市,台北市南港區忠孝東路7段359號A棟1樓 (南港車站1樓),星期一、星期二、星期三、星期四、星期日 07:00~21:30，星期五、星期六 07:00~22:00,"(25.052556, 121.607508)","Nitro Cold Brew 氮氣冷萃咖啡, Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網"
一航廈3F門市,桃園市大園區埔心村航站南路15號3樓 (北) (管制區外),星期一、星期二、星期三、星期四、星期五 05:30~20:00，星期六、星期日 05:30~19:00,"(25.0811, 121.237021)","Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網"
二航廈5F門市,桃園市大園區航站南路9號5樓,星期一、星期二、星期三、星期四、星期五 07:00~16:30，星期六、星期日 08:00~17:30,"(25.076590, 121.232281)","Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網"
新二航廈B2門市,桃園市大園區航站南路9號B2,星期一、星期二、星期三、星期四、星期五、星期六、星期日 07:00~16:30,"(25.076425, 121.231889)","Mobile Order & Pay 行動預點, Pickup 到店自取, Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網"
二航管制4F門市(管制區內),桃園市大園區航站南路9號4樓 (桃園機場第二航廈過海關查驗管制區C區4樓),星期一、星期二、星期三、星期四、星期五、星期六、星期日 05:30~22:00,"(25.077507, 121.232674)","Nitro Cold Brew 氮氣冷萃咖啡, Mobile Order & Pay 行動預點, Pickup 到店自取, Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網"
二航廈D3門市,桃園市大園區航站南路9號3F (管制區內，鄰近D區登機門處),星期一、星期二、星期三、星期四、星期五、星期六、星期日 05:30~22:00,"(25.077012, 121.231976)",Starbucks Wi-Fi 無線上網
紅樹林門市,新北市淡水區中正東路二段68號,星期一、星期二、星期三、星期四、星期五、星期六、星期日 07:30~20:30,"(25.156072, 121.458929)","Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網, Coffee Voucher 紙本飲料劵 / Beverage eCard 星運卡"
二航廈4F門市(報到大廳),桃園市大園區航站南路9號4樓 ( 二航廈報到大廳12&13報到櫃台上方),星期一、星期二、星期三、星期四、星期五、星期六、星期日 07:00~20:00,"(25.077399, 121.231772)",Starbucks Wi-Fi 無線上網
南園門市,台北市南港區園區街3號2樓之7 (南港軟體工業園區二期),星期一、星期二、星期三、星期四、星期五 07:30~17:30,"(25.05764, 121.612257)",Starbucks Wi-Fi 無線上網
南港門市,台北市南港區三重路19-10號1樓 (南港軟體工業園區一期),星期一、星期二、星期三、星期四、星期五 07:00~17:30,"(25.057854, 121.613458)",Starbucks Wi-Fi 無線上網
潤湖門市,台北市內湖區成功路四段188號2F,星期一、星期二、星期三、星期四、星期日 08:00~21:30，星期五、星期六 08:00~22:00,"(25.084198, 121.594781)","Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網"
南港中信門市,台北市南港區經貿二路186號1樓 (中國信託金融園區),星期一、星期二、星期三、星期四、星期五 07:30~21:30，星期六、星期日 08:30~21:30,"(25.058500, 121.614624)","Nitro Cold Brew 氮氣冷萃咖啡, Pour Over 手沖咖啡, Starbucks Reserve™ 典藏咖啡, Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網"
內湖葫洲門市,台北市內湖區民權東路6段312號1F,星期一、星期二、星期三、星期四、星期五、星期六、星期日 06:30~21:00,"(25.073061, 121.606152)","Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網, Coffee Voucher 紙本飲料劵 / Beverage eCard 星運卡"
淡水門市,新北市淡水區公明街89號1樓,星期一、星期二、星期三、星期四、星期五 07:00~22:00，星期六、星期日 07:30~22:00,"(25.168344, 121.444189)","Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Outdoor Pickup 店外取餐, Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網, Coffee Voucher 紙本飲料劵 / Beverage eCard 星運卡"
康寧門市,台北市內湖區康寧路三段72號1樓,星期一、星期二、星期三、星期四、星期五 07:30~21:00，星期六、星期日 08:00~21:00,"(25.069959, 121.611456)","Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網, Coffee Voucher 紙本飲料劵 / Beverage eCard 星運卡"
草山門市,台北市士林區國泰街5號,星期一、星期二、星期三、星期四、星期五、星期六、星期日 08:00~20:00,"(25.136267, 121.543008)","Pour Over 手沖咖啡, Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網"
河岸門市,新北市淡水區中正路205號,星期一、星期二、星期三、星期四、星期五 08:00~21:00，星期六、星期日 07:30~22:00,"(25.171487, 121.437064)","Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網, Coffee Voucher 紙本飲料劵 / Beverage eCard 星運卡"
大園門市,桃園市大園區中正東路 232號,星期一、星期二、星期三、星期四、星期五 06:30~21:00，星期六、星期日 07:00~21:00,"(25.061495, 121.203603)","Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網, Coffee Voucher 紙本飲料劵 / Beverage eCard 星運卡"
楊梅埔心門市,桃園市楊梅區中山北路二段287號,星期一、星期二、星期三、星期四、星期五 06:30~21:30，星期六、星期日 07:00~21:30,"(24.911226, 121.174420)","Pour Over 手沖咖啡, Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網, Coffee Voucher 紙本飲料劵 / Beverage eCard 星運卡"
淡水雲門門市,新北市淡水區中正路一段6巷32-1號,星期一、星期二、星期三、星期四、星期五 10:00~17:30，星期六、星期日 09:30~18:30,"(25.180216, 121.429200)","Mobile Order & Pay 行動預點, Pickup 到店自取, Dine-In Ordering 內用點餐, Borrow & Return a Cup 循環杯租借/歸還服務, Starbucks Wi-Fi 無線上網"
